# x-coord    y-coord  labels
325213.00  404836.00           1
492971.00  420304.00          11
439816.00  380825.00          11
435415.00  406317.00          11
529025.00  417483.00           4
441712.00  391853.00          11
479369.00  390183.00          11
434571.00  432133.00          11
434905.00  371086.00          11
446550.00  442458.00          11
356109.00  450797.00           1
448083.00  413864.00          11
379436.00  429277.00          11
460882.00  353241.00          11
390742.00  399611.00          11
323719.00  475838.00           1
441720.00  411212.00          11
447794.00  408964.00          11
345496.00  411363.00           1
435780.00  410225.00          11
405620.00  430927.00          11
426880.00  396342.00          11
425532.00  421129.00          11
418910.00  398309.00          11
482440.00  369680.00          11
454748.00  416690.00          11
445233.00  390817.00          11
460877.00  410762.00          11
503835.00  385151.00          11
442824.00  400998.00          11
452263.00  409711.00          11
487316.00  426397.00          11
327337.00  441976.00           1
443360.00  407165.00          11
422583.00  435558.00          11
496498.00  445761.00          11
434842.00  344346.00          11
455385.00  334397.00          11
436536.00  406717.00          11
462431.00  420487.00          11
390023.00  444232.00          11
466744.00  419567.00          11
471441.00  423864.00          11
500347.00  379760.00          11
444214.00  398317.00          11
412744.00  399924.00          11
412665.00  422847.00          11
429515.00  366967.00          11
434534.00  444786.00          11
459917.00  429610.00          11
423220.00  445545.00          11
455667.00  432822.00          11
439400.00  417658.00          11
445934.00  453486.00          11
401794.00  352553.00          11
445851.00  380408.00          11
508941.00  332479.00          15
438260.00  411065.00          11
412092.00  367366.00          11
454444.00  410704.00          11
444719.00  417415.00          11
470376.00  346079.00          11
433806.00  452593.00          11
462578.00  394294.00          11
512033.00  362994.00          15
440860.00  401780.00          11
433112.00  412965.00          11
426665.00  399387.00          11
458899.00  405322.00          11
410852.00  454171.00          11
456461.00  380999.00          11
459259.00  414963.00          11
451781.00  353109.00          11
414817.00  397561.00          11
402725.00  403310.00          11
516113.00  409765.00           4
441118.00  408636.00          11
456510.00  422926.00          11
403983.00  400956.00          11
321457.00  418287.00           1
455629.00  423554.00          11
492918.00  411027.00          11
480708.00  397762.00          11
429124.00  435679.00          11
434515.00  401230.00          11
442310.00  401921.00          11
418932.00  434763.00          11
408520.00  455166.00          11
477859.00  424472.00          11
442097.00  408794.00          11
439356.00  406415.00          11
434868.00  408711.00          11
349109.00  394420.00           1
521946.00  360719.00          15
368540.00  471484.00           1
437100.00  417067.00          11
824024.00  787559.00          12
818289.00  831273.00          12
789530.00  721998.00          12
771382.00  788167.00          12
749027.00  756974.00          12
764417.00  779711.00          12
762530.00  788411.00          12
734155.00  862290.00          12
907608.00  756878.00          12
804149.00  811987.00          12
768308.00  793393.00          12
766978.00  802312.00          12
760455.00  812471.00          12
814173.00  835300.00          12
750960.00  717743.00          12
749274.00  831911.00          12
805217.00  730053.00          12
752714.00  827633.00          12
745527.00  747746.00          12
732176.00  931588.00          12
783266.00  775643.00          12
666327.00  785996.00           2
783665.00  868106.00          12
705913.00  803026.00          12
789561.00  784563.00          12
805776.00  839319.00          12
763153.00  794604.00          12
741625.00  894463.00          12
743052.00  830814.00          12
624129.00  759255.00           2
774908.00  838742.00          12
769663.00  772884.00          12
720595.00  745032.00          12
731788.00  697118.00           6
760001.00  813633.00          12
776071.00  759063.00          12
701512.00  876777.00          12
792070.00  727537.00          12
847770.00  773529.00          12
741044.00  789504.00          12
725853.00  847961.00          12
854093.00  770793.00          12
760329.00  790509.00          12
793849.00  797489.00          12
737163.00  796121.00          12
758922.00  810408.00          12
679341.00  775488.00           2
732038.00  838729.00          12
872456.00  769425.00          12
790706.00  721114.00          12
742174.00  861372.00          12
838655.00  700402.00           6
829638.00  794205.00          12
833098.00  688619.00           6
751465.00  774399.00          12
754485.00  774571.00          12
765355.00  793480.00          12
768255.00  782765.00          12
758763.00  788610.00          12
693722.00  855432.00          12
749178.00  808367.00          12
727290.00  738567.00          12
790703.00  798093.00          12
745800.00  780114.00          12
696935.00  801426.00          12
776006.00  816488.00          12
798729.00  741893.00          12
738759.00  848362.00          12
657483.00  727026.00           2
741646.00  775489.00          12
686728.00  768701.00           2
835956.00  878936.00          12
723120.00  783200.00          12
764925.00  781215.00          12
812315.00  821918.00          12
801376.00  742348.00          12
884411.00  649033.00           6
759868.00  818710.00          12
828551.00  747254.00          12
784097.00  692956.00           6
765735.00  777773.00          12
854530.00  642161.00           6
781607.00  785314.00          12
682858.00  802663.00           2
720775.00  788062.00          12
703244.00  790894.00          12
699054.00  756195.00          12
805405.00  778565.00          12
764916.00  792332.00          12
798004.00  743676.00          12
781320.00  708973.00           6
762092.00  786522.00          12
726689.00  843276.00          12
591764.00  940347.00           2
798659.00  759452.00          12
757467.00  802343.00          12
763615.00  803502.00          12
806395.00  823798.00          12
858215.00  679541.00           6
882228.00  748981.00          12
785688.00  814117.00          12
732616.00  795574.00          12
745289.00  783219.00          12
773747.00  776875.00          12
837361.00  760711.00          12
710031.00  846700.00          12
693194.00  900410.00          12
773634.00  768375.00          12
729644.00  874348.00          12
774575.00  794290.00          12
761881.00  793879.00          12
766882.00  782124.00          12
751499.00  867089.00          12
848325.00  674697.00           6
752329.00  837530.00          12
829941.00  822767.00          12
715095.00  711960.00           6
783521.00  887957.00          12
692474.00  845855.00          12
821839.00  765086.00          12
821064.00  822414.00          12
734246.00  707053.00           6
709072.00  829554.00          12
724017.00  864672.00          12
737954.00  918027.00          12
785876.00  739373.00          12
781226.00  853391.00          12
800367.00  863227.00          12
765540.00  786896.00          12
766741.00  798072.00          12
779010.00  778429.00          12
782740.00  776580.00          12
774434.00  783593.00          12
734424.00  794141.00          12
939561.00  773864.00          12
837042.00  751041.00          12
820757.00  748773.00          12
777890.00  811903.00          12
636129.00  852106.00           2
907393.00  721034.00           6
747144.00  842991.00          12
754962.00  773723.00          12
772489.00  759886.00          12
787451.00  777554.00          12
714796.00  837285.00          12
827687.00  794675.00          12
784870.00  688481.00           6
736476.00  723806.00          12
699134.00  798736.00          12
738517.00  783694.00          12
762562.00  792421.00          12
755334.00  799969.00          12
696322.00  735102.00          12
862543.00  688819.00           6
603650.00  846384.00           2
767807.00  871104.00          12
768428.00  799924.00          12
716876.00  789640.00          12
765861.00  799774.00          12
692652.00  774628.00          12
860150.00  838700.00          12
787095.00  657128.00           6
906023.00  826024.00          12
866204.00  758084.00          12
759297.00  836489.00          12
760256.00  850092.00          12
663395.00  778483.00           2
807617.00  844396.00          12
871138.00  795761.00          12
799735.00  779632.00          12
795817.00  876432.00          12
695635.00  804521.00          12
757678.00  833741.00          12
862414.00  660256.00           6
778712.00  709770.00           6
759317.00  794819.00          12
734602.00  733992.00          12
815780.00  678303.00           6
778391.00  757064.00          12
795959.00  813541.00          12
720867.00  890091.00          12
656205.00  790465.00           2
703888.00  706743.00           6
772531.00  784268.00          12
781158.00  814333.00          12
723266.00  845676.00          12
836878.00  702128.00           6
886245.00  844062.00          12
711054.00  768680.00          12
711186.00  828040.00          12
841019.00  693715.00           6
860822.00  782226.00          12
763097.00  794878.00          12
783731.00  834547.00          12
761020.00  776267.00          12
763465.00  792532.00          12
715678.00  778073.00          12
794812.00  741758.00          12
737390.00  763744.00          12
813455.00  756834.00          12
858697.00  810783.00          12
767769.00  811649.00          12
833219.00  815682.00          12
824631.00  680858.00           6
765311.00  803570.00          12
674347.00  743027.00           2
861998.00  669682.00           6
677934.00  712884.00           2
709556.00  846146.00          12
784112.00  765147.00          12
607315.00  763008.00           2
669205.00  826892.00           2
774223.00  726412.00          12
763106.00  794287.00          12
767305.00  786774.00          12
841139.00  830204.00          12
701020.00  787352.00          12
868104.00  812458.00          12
700632.00  770064.00          12
734745.00  797339.00          12
785038.00  775065.00          12
745266.00  834527.00          12
793593.00  749967.00          12
856702.00  789298.00          12
770620.00  786990.00          12
782436.00  771494.00          12
762122.00  792489.00          12
754597.00  712212.00           6
788027.00  799038.00          12
756084.00  798397.00          12
745529.00  747285.00          12
880628.00  829478.00          12
774302.00  898594.00          12
670994.00  722867.00           2
769293.00  792448.00          12
773696.00  794736.00          12
868662.00  815464.00          12
769511.00  752763.00          12
729697.00  841805.00          12
851914.00  787452.00          12
729589.00  682475.00           6
814895.00  724796.00          12
831528.00  799294.00          12
769697.00  795809.00          12
785288.00  795240.00          12
686585.00  751748.00           2
834294.00  765964.00          12
816281.00  728672.00          12
893213.00  799516.00          12
682620.00  736749.00           2
772384.00  795690.00          12
847831.00  818531.00          12
781802.00  746718.00          12
732072.00  895412.00          12
751451.00  781436.00          12
746835.00  750652.00          12
758865.00  790386.00          12
680766.00  884233.00          12
694431.00  873552.00          12
801531.00  841983.00          12
788086.00  816938.00          12
745578.00  679666.00           6
915239.00  797756.00          12
765027.00  811957.00          12
634540.00  742794.00           2
784288.00  781699.00          12
789582.00  798790.00          12
788487.00  731313.00          12
868336.00  693070.00           6
765596.00  793374.00          12
773953.00  811832.00          12
798002.00  830921.00          12
679889.00  767482.00           2
755964.00  816047.00          12
847256.00  746461.00          12
799370.00  816251.00          12
806937.00  773661.00          12
824361.00  744995.00          12
741997.00  795885.00          12
776770.00  757344.00          12
773402.00  789866.00          12
650471.00  744837.00           2
815718.00  846105.00          12
742318.00  897152.00          12
824454.00  718060.00           6
816781.00  826068.00          12
869148.00  827393.00          12
783429.00  715692.00           6
840160.00  800326.00          12
766167.00  801324.00          12
827484.00  760498.00          12
626791.00  816108.00           2
696018.00  768899.00          12
782199.00  826208.00          12
756279.00  793816.00          12
729195.00  776202.00          12
653417.00  947322.00           2
766681.00  774557.00          12
900668.00  744312.00          12
777817.00  797381.00          12
721426.00  856173.00          12
819081.00  787946.00          12
767029.00  783094.00          12
800262.00  733570.00          12
761616.00  771503.00          12
791588.00  800488.00          12
765561.00  751377.00          12
821350.00  755248.00          12
769917.00  779079.00          12
763661.00  792673.00          12
785170.00  686138.00           6
721871.00  839182.00          12
734408.00  799812.00          12
693945.00  815312.00          12
666851.00  792912.00           2
730816.00  836341.00          12
740100.00  790097.00          12
761947.00  769338.00          12
724642.00  874456.00          12
827223.00  794418.00          12
658796.00  834673.00           2
774753.00  743673.00          12
352440.00  591366.00          14
368188.00  602688.00          14
306143.00  572842.00          14
434638.00  580776.00          14
430386.00  603025.00          14
397070.00  538156.00          14
239697.00  551539.00           1
400578.00  583900.00          14
359533.00  591107.00          14
291128.00  618687.00          14
388067.00  485773.00           1
246232.00  596373.00          14
367642.00  603960.00          14
373016.00  533577.00          14
350814.00  700642.00           3
343918.00  637750.00          14
265191.00  620553.00          14
383825.00  497647.00           1
444121.00  620876.00          10
368420.00  599288.00          14
307867.00  555034.00          14
342262.00  669768.00          14
354657.00  591749.00          14
387020.00  577132.00          14
304776.00  409398.00           1
300545.00  426496.00           1
370584.00  568695.00          14
427786.00  550297.00          14
375517.00  564247.00          14
301168.00  527030.00           1
340239.00  700854.00           3
365195.00  604735.00          14
373809.00  573829.00          14
393647.00  509849.00          14
344429.00  457456.00           1
363379.00  551368.00          14
393409.00  594209.00          14
351818.00  589158.00          14
369125.00  536966.00          14
298844.00  550555.00          14
368487.00  573051.00          14
368618.00  532592.00          14
358595.00  591279.00          14
433287.00  738044.00           3
385797.00  634982.00          14
399309.00  570386.00          14
392533.00  535907.00          14
372787.00  597191.00          14
468178.00  649024.00          10
424925.00  619883.00          14
455389.00  512860.00          10
367536.00  556687.00          14
243688.00  551373.00           1
365655.00  574231.00          14
342357.00  633859.00          14
356416.00  592273.00          14
381262.00  644117.00          14
396104.00  555689.00          14
320718.00  575026.00          14
307209.00  579017.00          14
398299.00  523676.00          14
367156.00  577396.00          14
390065.00  580581.00          14
364231.00  593643.00          14
359139.00  591456.00          14
359782.00  587414.00          14
355110.00  598032.00          14
390696.00  648670.00          14
324362.00  601415.00          14
419022.00  554520.00          14
333588.00  592986.00          14
347045.00  629050.00          14
366419.00  595245.00          14
392202.00  586608.00          14
380505.00  501069.00           1
360132.00  599607.00          14
323646.00  594995.00          14
410278.00  627101.00          14
362505.00  583068.00          14
310338.00  606951.00          14
388423.00  596624.00          14
398654.00  546946.00          14
308700.00  671353.00          14
416020.00  579490.00          14
412272.00  538545.00          14
285918.00  653094.00          14
329131.00  537432.00          14
338857.00  636327.00          14
276815.00  638078.00          14
334226.00  573740.00          14
339491.00  667775.00          14
343903.00  672140.00          14
351723.00  591168.00          14
345625.00  687294.00           3
330407.00  566767.00          14
312742.00  484784.00           1
415113.00  542512.00          14
485296.00  621966.00          10
350561.00  589333.00          14
376911.00  563380.00          14
312597.00  588881.00          14
301495.00  525752.00           1
327593.00  564629.00          14
308047.00  559674.00          14
367184.00  571096.00          14
326100.00  581935.00          14
419371.00  624638.00          14
363455.00  593724.00          14
366942.00  565041.00          14
345151.00  551945.00          14
253139.00  697431.00           3
400723.00  650047.00          14
315373.00  557220.00          14
346444.00  632503.00          14
420495.00  593820.00          14
345583.00  650228.00          14
362663.00  580100.00          14
419076.00  564989.00          14
402407.00  613491.00          14
385353.00  604300.00          14
384531.00  484484.00           1
281255.00  679071.00           3
401221.00  816081.00           3
383964.00  590239.00          14
359980.00  631673.00          14
337096.00  614298.00          14
346649.00  601528.00          14
344859.00  608309.00          14
354322.00  599302.00          14
435227.00  650474.00          10
290624.00  570054.00          14
375555.00  668174.00          14
275057.00  562020.00          14
423938.00  611480.00          14
292526.00  604469.00          14
313813.00  663352.00          14
416496.00  706840.00           3
353881.00  678292.00           3
367547.00  432917.00           1
318195.00  559269.00          14
382942.00  583910.00          14
329630.00  541942.00          14
340491.00  579152.00          14
481764.00  577718.00          10
320154.00  564410.00          14
347826.00  619797.00          14
373359.00  679905.00           3
283130.00  645818.00          14
378495.00  604077.00          14
357384.00  558067.00          14
357970.00  604433.00          14
358075.00  717906.00           3
332562.00  638516.00          14
354738.00  589658.00          14
390337.00  650204.00          14
354541.00  511951.00           1
369981.00  648415.00          14
360270.00  470948.00           1
301302.00  578434.00          14
435783.00  524060.00          14
365270.00  473848.00           1
455460.00  544965.00          10
389922.00  615648.00          14
271813.00  601943.00          14
301018.00  620885.00          14
348270.00  627371.00          14
340408.00  683479.00           3
346889.00  593338.00          14
328941.00  619258.00          14
345855.00  521278.00           1
340835.00  634845.00          14
332593.00  530848.00          14
334987.00  653413.00          14
300563.00  596240.00          14
315457.00  623532.00          14
323663.00  642779.00          14
330523.00  640262.00          14
303430.00  654656.00          14
300238.00  575417.00          14
331004.00  560148.00          14
359233.00  597215.00          14
337457.00  673725.00          14
355746.00  624245.00          14
308290.00  504455.00           1
377818.00  585862.00          14
201616.00  541807.00           1
399377.00  616443.00          14
312953.00  583716.00          14
364579.00  601987.00          14
381722.00  526403.00          14
203556.00  485688.00           1
222057.00  548649.00           1
357934.00  591338.00          14
396480.00  690814.00           3
276662.00  718324.00           3
416825.00  674571.00          14
267409.00  491283.00           1
370167.00  582623.00          14
361473.00  581275.00          14
360037.00  586072.00          14
306314.00  628647.00          14
289962.00  590113.00          14
364796.00  594746.00          14
391578.00  656900.00          14
354138.00  591281.00          14
380997.00  602289.00          14
385423.00  536931.00          14
389116.00  611862.00          14
419786.00  544248.00          14
335182.00  677428.00           3
341401.00  644918.00          14
230261.00  462416.00           1
394664.00  614509.00          14
410751.00  611517.00          14
432015.00  528758.00          14
366671.00  611886.00          14
439358.00  576216.00          14
428038.00  593268.00          14
371437.00  612886.00          14
278896.00  590236.00          14
378830.00  583118.00          14
505532.00  673336.00          10
390159.00  572371.00          14
321584.00  586732.00          14
358927.00  592596.00          14
344788.00  682469.00           3
379870.00  568526.00          14
440872.00  600369.00          10
385932.00  597237.00          14
371437.00  563855.00          14
368855.00  647809.00          14
348851.00  644850.00          14
435580.00  529034.00          14
271844.00  499042.00           1
358386.00  591833.00          14
294746.00  651101.00          14
312337.00  595433.00          14
341137.00  595867.00          14
356398.00  691994.00           3
379060.00  536622.00          14
303974.00  669777.00          14
398822.00  566100.00          14
309492.00  422902.00           1
404066.00  630784.00          14
412233.00  467913.00          11
353917.00  628388.00          14
356572.00  632224.00          14
356617.00  596425.00          14
377375.00  672336.00          14
380747.00  589949.00          14
345937.00  650702.00          14
338178.00  571457.00          14
302132.00  605661.00          14
362417.00  613862.00          14
325176.00  662195.00          14
350257.00  610022.00          14
245147.00  544877.00           1
466305.00  711345.00          10
287820.00  563856.00          14
281168.00  625318.00          14
317558.00  606669.00          14
462570.00  656122.00          10
341564.00  729874.00           3
443292.00  532612.00          10
405816.00  566099.00          14
327247.00  574126.00          14
348157.00  568689.00          14
375776.00  631815.00          14
348176.00  603558.00          14
339167.00  578044.00          14
357825.00  622820.00          14
308632.00  576109.00          14
298090.00  724293.00           3
306900.00  576900.00          14
355179.00  536585.00          14
374869.00  570792.00          14
317868.00  539451.00          14
493636.00  623469.00          10
433442.00  614022.00          14
293300.00  627485.00          14
360124.00  591443.00          14
348624.00  542526.00          14
329954.00  618285.00          14
380859.00  602028.00          14
311799.00  574951.00          14
353183.00  577330.00          14
405046.00  579707.00          14
278859.00  480986.00           1
355107.00  585493.00          14
355745.00  590772.00          14
303252.00  636333.00          14
276209.00  586867.00          14
321015.00  653191.00          14
474935.00  655741.00          10
309403.00  659771.00          14
392432.00  606323.00          14
358157.00  591423.00          14
375150.00  599143.00          14
378128.00  602807.00          14
411189.00  537566.00          14
361487.00  658702.00          14
354572.00  598382.00          14
325771.00  607319.00          14
395631.00  554990.00          14
470376.00  651042.00          10
362244.00  593937.00          14
330273.00  513797.00           1
361869.00  606822.00          14
354575.00  567096.00          14
346162.00  506585.00           1
383163.00  629218.00          14
370345.00  589422.00          14
397489.00  485721.00          11
438940.00  577825.00          14
359463.00  668411.00          14
406041.00  621986.00          14
402214.00  492662.00          11
430794.00  509355.00          11
305197.00  609438.00          14
298351.00  548302.00          14
291864.00  540132.00           1
359824.00  590166.00          14
458190.00  577246.00          10
372281.00  596782.00          14
319176.00  585656.00          14
363594.00  587938.00          14
347767.00  585585.00          14
425244.00  633670.00          14
284612.00  678464.00           3
399675.00  628692.00          14
432369.00  766156.00           3
812867.00  485093.00           7
770640.00  458114.00           7
716258.00  442008.00           7
751068.00  497248.00           7
779035.00  491672.00           7
742604.00  492019.00           7
775801.00  494074.00           7
698085.00  363966.00           7
721449.00  469014.00           7
816863.00  423103.00           7
837462.00  386854.00           7
759925.00  455843.00           7
769079.00  421658.00           7
746455.00  437274.00           7
752811.00  453054.00           7
785049.00  511508.00           7
875616.00  495784.00           7
725283.00  472231.00           7
820763.00  516674.00           7
841308.00  379572.00           7
836801.00  442209.00           7
719138.00  520872.00           7
725537.00  457639.00           7
736751.00  440781.00           7
819553.00  447678.00           7
679508.00  456573.00           7
784933.00  469255.00           7
779538.00  435477.00           7
732860.00  438989.00           7
759880.00  457784.00           7
782723.00  539812.00           7
767958.00  459685.00           7
757490.00  447368.00           7
836241.00  474394.00           7
739413.00  470975.00           7
760401.00  454473.00           7
788257.00  476887.00           7
770609.00  452565.00           7
769590.00  481546.00           7
720678.00  462807.00           7
792681.00  453984.00           7
742910.00  431026.00           7
777051.00  518824.00           7
838690.00  437408.00           7
732646.00  522952.00           7
753577.00  492070.00           7
774045.00  481064.00           7
782247.00  477773.00           7
757874.00  480675.00           7
763039.00  503818.00           7
768717.00  433415.00           7
740846.00  456789.00           7
857087.00  488843.00           7
778680.00  518275.00           7
785496.00  439419.00           7
822588.00  497925.00           7
828142.00  431205.00           7
802806.00  394490.00           7
758573.00  476639.00           7
769020.00  363093.00           7
904801.00  495695.00           7
776741.00  457882.00           7
746655.00  462912.00           7
790422.00  404715.00           7
724983.00  428244.00           7
788958.00  470172.00           7
704307.00  325128.00           8
881354.00  489861.00           7
775035.00  435657.00           7
810526.00  516372.00           7
787807.00  420662.00           7
770397.00  357610.00           7
802389.00  379270.00           7
783076.00  420789.00           7
762677.00  451092.00           7
780394.00  517962.00           7
741799.00  435729.00           7
696656.00  436446.00           7
778527.00  331545.00           7
679699.00  435629.00           7
777542.00  454217.00           7
828194.00  441404.00           7
749376.00  456751.00           7
779030.00  365993.00           7
756607.00  493380.00           7
736980.00  442885.00           7
729632.00  432452.00           7
871742.00  425450.00           7
832563.00  450041.00           7
762459.00  512029.00           7
707753.00  428850.00           7
821619.00  523748.00           7
817754.00  458414.00           7
804643.00  482140.00           7
820233.00  445966.00           7
797421.00  411653.00           7
836553.00  387899.00           7
676750.00  435809.00           7
876057.00  488897.00           7
744341.00  467257.00           7
763355.00  524703.00           7
746210.00  491441.00           7
838112.00  485719.00           7
732391.00  400504.00           7
655884.00  450276.00           4
768298.00  457564.00           7
812729.00  375966.00           7
771591.00  465961.00           7
669263.00  468773.00           7
817812.00  460361.00           7
767674.00  485970.00           7
785544.00  594199.00           6
867575.00  474161.00           7
774162.00  423299.00           7
824381.00  433841.00           7
705346.00  503047.00           7
756675.00  449910.00           7
793807.00  454424.00           7
804685.00  470820.00           7
766994.00  561529.00           6
764276.00  469666.00           7
781639.00  441804.00           7
769737.00  471361.00           7
760120.00  429462.00           7
757732.00  515928.00           7
844142.00  381128.00           7
753568.00  431473.00           7
712073.00  525378.00           7
791645.00  351540.00           7
800131.00  443929.00           7
829330.00  455928.00           7
804150.00  456345.00           7
787929.00  516489.00           7
760088.00  422467.00           7
873020.00  427985.00           7
785897.00  539924.00           7
685747.00  472444.00           7
788128.00  467327.00           7
794714.00  463424.00           7
800019.00  452264.00           7
797981.00  533716.00           7
778534.00  458954.00           7
818302.00  491733.00           7
765572.00  450161.00           7
892024.00  589293.00           6
766295.00  456154.00           7
776673.00  426355.00           7
736671.00  458532.00           7
778790.00  452339.00           7
765732.00  411670.00           7
910600.00  513296.00           7
773720.00  477145.00           7
879603.00  512088.00           7
865100.00  444383.00           7
786335.00  446061.00           7
808882.00  359757.00           7
766264.00  461683.00           7
750057.00  419304.00           7
772731.00  458007.00           7
788598.00  499879.00           7
774066.00  449203.00           7
840446.00  462354.00           7
792880.00  375922.00           7
783246.00  460091.00           7
828358.00  525005.00           7
631955.00  390694.00           4
772834.00  431132.00           7
753712.00  432239.00           7
731688.00  545050.00           7
792131.00  367036.00           7
780970.00  489198.00           7
701610.00  428261.00           7
810928.00  506468.00           7
847608.00  396443.00           7
768624.00  412588.00           7
760254.00  470313.00           7
748747.00  453685.00           7
762075.00  470074.00           7
809827.00  447538.00           7
725342.00  507403.00           7
714658.00  442900.00           7
723331.00  323890.00           8
803749.00  443152.00           7
811750.00  467544.00           7
683857.00  304687.00           8
681028.00  436154.00           7
711317.00  423116.00           7
758038.00  478490.00           7
764829.00  440777.00           7
771303.00  476389.00           7
767666.00  455063.00           7
782481.00  403287.00           7
768536.00  447107.00           7
813966.00  431645.00           7
771133.00  456652.00           7
802474.00  416970.00           7
755924.00  327840.00           8
722585.00  454347.00           7
823998.00  509862.00           7
747828.00  491637.00           7
765907.00  471359.00           7
713972.00  463640.00           7
918802.00  580164.00           6
691769.00  506227.00           7
804779.00  433233.00           7
817965.00  443126.00           7
730564.00  470566.00           7
783116.00  474875.00           7
868366.00  473515.00           7
737843.00  473794.00           7
763862.00  462967.00           7
753322.00  411437.00           7
773570.00  468479.00           7
800695.00  495326.00           7
749570.00  499602.00           7
757571.00  456501.00           7
699256.00  478026.00           7
737321.00  481392.00           7
822490.00  456696.00           7
792949.00  488708.00           7
827190.00  468237.00           7
768118.00  452072.00           7
845373.00  401568.00           7
821248.00  370796.00           7
766478.00  482961.00           7
787863.00  548878.00           7
774221.00  460237.00           7
808963.00  470339.00           7
800271.00  423548.00           7
833333.00  509921.00           7
764002.00  430369.00           7
703839.00  449812.00           7
792415.00  489241.00           7
820613.00  428325.00           7
779665.00  435737.00           7
782782.00  482192.00           7
828469.00  565468.00           6
811894.00  472572.00           7
771993.00  547456.00           7
745108.00  391732.00           7
769629.00  468664.00           7
770920.00  463114.00           7
842751.00  379579.00           7
825552.00  441302.00           7
858687.00  421599.00           7
870282.00  451812.00           7
832252.00  414566.00           7
777780.00  448384.00           7
767262.00  488955.00           7
808072.00  471630.00           7
680509.00  499374.00           7
791916.00  456452.00           7
769627.00  464332.00           7
747634.00  465379.00           7
789926.00  511762.00           7
781283.00  462832.00           7
722371.00  473525.00           7
795526.00  515092.00           7
769990.00  460781.00           7
748006.00  431861.00           7
780420.00  398846.00           7
857932.00  451823.00           7
644608.00  408500.00           4
782185.00  502275.00           7
780969.00  434979.00           7
817967.00  436171.00           7
764936.00  490073.00           7
669221.00  431038.00           4
760858.00  452262.00           7
767031.00  401176.00           7
778966.00  490640.00           7
769439.00  449236.00           7
770226.00  455986.00           7
769744.00  467279.00           7
783722.00  502320.00           7
796442.00  347986.00           7
798112.00  450127.00           7
740440.00  345394.00           7
717317.00  436592.00           7
761005.00  379392.00           7
885441.00  489919.00           7
739130.00  472736.00           7
712317.00  509461.00           7
759736.00  474080.00           7
752011.00  344347.00           7
684990.00  515635.00           7
747595.00  497873.00           7
749796.00  414328.00           7
787329.00  392788.00           7
761804.00  468788.00           7
740457.00  494170.00           7
804966.00  464517.00           7
783698.00  484880.00           7
765328.00  481077.00           7
779168.00  449276.00           7
742464.00  439232.00           7
758827.00  454990.00           7
773401.00  446208.00           7
819024.00  462882.00           7
778463.00  442860.00           7
850360.00  467513.00           7
774626.00  426996.00           7
772576.00  444470.00           7
765547.00  551232.00           7
774184.00  438112.00           7
767014.00  458870.00           7
786521.00  462058.00           7
838334.00  454336.00           7
789159.00  547308.00           7
783475.00  444834.00           7
768052.00  465358.00           7
858514.00  427300.00           7
674506.00  444164.00           7
737829.00  457994.00           7
818199.00  474399.00           7
774855.00  456933.00           7
766187.00  361542.00           7
794791.00  423525.00           7
779792.00  505850.00           7
749874.00  472359.00           7
793852.00  512313.00           7
832078.00  415861.00           7
753828.00  462142.00           7
776158.00  458536.00           7
784679.00  460236.00           7
753288.00  460147.00           7
770685.00  449122.00           7
708713.00  456075.00           7
741589.00  437529.00           7
773030.00  458539.00           7
713029.00  485369.00           7
659040.00  471754.00           4
769961.00  460597.00           7
275432.00  742643.00           3
329078.00  760382.00           3
323865.00  823966.00           3
369005.00  754831.00           3
354651.00  775173.00           3
338161.00  766092.00           3
401049.00  736863.00           3
363747.00  796555.00           3
270448.00  791644.00           3
422131.00  772606.00           3
365392.00  803201.00           3
287417.00  771006.00           3
350553.00  684674.00           3
303171.00  870927.00           3
412895.00  843165.00           3
234376.00  725515.00           3
366673.00  787763.00           3
299701.00  852324.00           3
426167.00  820418.00           3
350038.00  738622.00           3
359147.00  695151.00           3
340241.00  765381.00           3
341938.00  759511.00           3
422082.00  697705.00           3
378737.00  851075.00           3
311118.00  688674.00           3
380175.00  769543.00           3
340123.00  755191.00           3
363067.00  786920.00           3
278913.00  696329.00           3
404172.00  817083.00           3
336529.00  723224.00           3
335888.00  832790.00           3
301242.00  756400.00           3
312676.00  748595.00           3
324865.00  808220.00           3
399405.00  783596.00           3
343748.00  757276.00           3
302675.00  842773.00           3
380862.00  778022.00           3
299592.00  741551.00           3
313135.00  798499.00           3
300725.00  761968.00           3
368938.00  802272.00           3
322164.00  776942.00           3
199734.00  747143.00           3
378147.00  773517.00           3
365024.00  780330.00           3
285121.00  701373.00           3
313118.00  770036.00           3
385399.00  736998.00           3
321299.00  714734.00           3
204224.00  840549.00           3
378382.00  818283.00           3
356238.00  686312.00           3
379569.00  688741.00           3
378080.00  864492.00           3
383526.00  842464.00           3
362630.00  728629.00           3
340654.00  791614.00           3
390459.00  752118.00           3
353818.00  769467.00           3
247442.00  740079.00           3
286600.00  774434.00           3
270798.00  761123.00           3
364037.00  762429.00           3
339069.00  768150.00           3
341287.00  765609.00           3
346187.00  845148.00           3
307636.00  743357.00           3
351111.00  772788.00           3
287030.00  889381.00           3
281791.00  702540.00           3
369144.00  835018.00           3
331827.00  772972.00           3
381867.00  654942.00          14
328562.00  827191.00           3
323726.00  757545.00           3
403389.00  802374.00           3
321652.00  686774.00           3
333852.00  706461.00           3
339055.00  768351.00           3
217342.00  709135.00           3
